Id,Type,Code,Name,KieuSo,KieuSo1,KieuSo2,KieuSo3,KieuChu,KieuChu1,KieuChu2,KieuChu3,KieuNgay,KieuNgay1,Status,IsPrgCreatedDate,IsPrgUpdatedDate,IsPrgCreatedUserId,IsPrgUpdatedUserId
37,NULL,NULL,PE màu(ពណ៏ zin) 14x24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-19 14:09:03.203,2017-05-18 16:42:35.750,3,7
38,NULL,NULL,PE màu (ពណ៏ zin)16x28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-19 14:09:12.587,2017-05-18 16:43:07.087,3,7
39,NULL,NULL,Quai xoài in(Q រូបថី្ម) 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 19:48:54.630,2018-12-04 16:43:02.787,3,5
40,NULL,NULL,Quai xoài in(Q រូបថី្ម) 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 19:49:19.677,2018-12-04 16:47:02.317,3,5
41,NULL,NULL,Quai xoài in(Q រូបថី្ម) 30x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 19:49:27.507,2018-12-04 16:48:30.533,3,5
42,NULL,NULL,ដៃកណ្ដាលរូប​ (QX in) 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 19:49:38.483,2019-06-26 19:38:09.993,3,3
43,NULL,NULL,Quai xoài in(Q រូបថី្ម) 15x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 19:49:47.387,2018-12-04 16:36:34.920,3,5
44,NULL,NULL,Quai xoài tím 40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 20:13:13.977,NULL,3,NULL
45,NULL,NULL,OPP 12x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 20:13:39.697,2018-12-03 20:29:26.710,3,5
46,NULL,NULL,PEខ្មៅ​ល្អ (PE đen tốt) 70x120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 20:21:37.127,2019-06-27 17:41:40.840,3,3
47,NULL,NULL,PEខ្មៅល្អ (PE đen tốt)60x100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 20:22:13.220,2019-06-27 17:34:55.213,3,3
48,NULL,NULL,PE đen 70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-21 20:22:48.940,2018-12-03 20:29:24.110,3,5
49,NULL,NULL,Trắng zin(ស zin) 4x8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:13:30.950,2017-05-18 16:57:49.610,3,7
50,NULL,NULL,Trắng zin(ស zin) 5x9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:13:50.433,2017-05-18 16:58:12.413,3,7
51,NULL,NULL,Trắng zin loại I(ស zin I) 6x11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:14:39.250,2018-12-04 14:36:56.530,3,5
52,NULL,NULL,Trắng zin loại I (ស zin I) 6x14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:14:55.630,2018-12-04 14:39:12.063,3,5
53,NULL,NULL,Trắng zin loại I (ស zin I) 12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:15:37.533,2018-12-04 14:52:09.043,3,5
54,NULL,NULL,Trắng zin(ស zin) 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:16:10.327,2017-05-18 16:59:47.667,3,7
55,NULL,NULL,Trắng zin(ស zin) 60x100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:16:24.570,2017-05-18 17:00:05.973,3,7
56,NULL,NULL,Trắng zin loại I (ស zin I) 9x18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:16:41.550,2018-12-04 14:41:29.177,3,5
57,NULL,NULL,2 QUAI TÍM ( ថង់ ស្វាយ ) 60x100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:32:48.313,2017-05-18 17:24:06.967,3,7
58,NULL,NULL,ខ្មៅHD (đen HD) 70x120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:33:12.920,2019-06-28 09:29:19.333,3,3
59,NULL,NULL,2 Quai in (ពុម្ព)9x18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:33:34.853,2017-05-18 17:18:54.173,3,7
60,NULL,NULL,2 QUAI IN (ពុម្ព)12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:33:53.383,2017-05-18 17:19:45.823,3,7
61,NULL,NULL,QUAI XOÀI IN 15x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 18:58:33.937,2018-12-03 20:29:12.760,3,5
62,NULL,NULL,QUAI XOÀI IN 17x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:00:28.090,2018-12-04 16:33:04.090,3,5
63,NULL,NULL,ដៃកណ្ដាលរូប​ (QX in) 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:00:59.190,2019-06-26 19:40:53.200,3,3
64,NULL,NULL,ដៃកណ្ដាលរូប​ (QX in) 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:04:39.493,2019-06-26 19:40:25.313,3,3
65,NULL,NULL,ដៃកណ្ដាលរូប​ (QX in) 30x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:04:51.150,2019-06-28 13:43:57.930,3,3
66,NULL,NULL,ដៃកណ្ដាលរូប​ (QX in) 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:05:20.657,2019-06-26 19:35:59.217,3,3
67,NULL,NULL,QUAI XOÀI TRẮNG (ដៃកណ្ដាលស)15x25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:05:48.433,2017-05-18 17:33:30.300,3,7
68,NULL,NULL,ដៃកណ្ដាលស (QX trắng) 40x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:06:02.183,2019-06-27 19:13:11.690,3,3
69,NULL,NULL,ដៃកណ្ដាលស (QX trắng) 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:06:14.070,2019-06-27 19:12:37.637,3,3
70,NULL,NULL,ដៃកណ្ដាលស (QX trắng) 30x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:06:37.570,2019-06-27 19:08:01.623,3,3
71,NULL,NULL,ដៃកណ្ដាលស (QX trắng) 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:06:48.770,2019-06-27 19:07:33.087,3,3
72,NULL,NULL,ដៃកណ្ដាលស (QX trắng) 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:07:12.523,2019-06-27 19:06:54.257,3,3
73,NULL,NULL,ដៃកណ្ដាលស (QX trắng) 17x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:07:22.917,2019-06-27 19:05:42.970,3,3
74,NULL,NULL,QUAI XOÀI MÀU (ដៃកណ្ដាលពណ៏)15x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:07:49.770,2017-05-18 17:37:46.337,3,7
75,NULL,NULL,QUAI XOÀI MÀU (ដៃកណ្ដាលពណ៏)17x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:08:00.360,2017-05-18 17:38:09.450,3,7
76,NULL,NULL,QUAI XOÀI MÀU (ដៃកណ្ដាលពណ៏)20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:08:23.923,2017-05-18 17:38:32.910,3,7
77,NULL,NULL,QUAI XOÀI MÀU (ដៃកណ្ដាលពណ៏)25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:08:34.980,2017-05-18 17:38:57.873,3,7
78,NULL,NULL,ដៃកណ្ដាលពណ៏ (QX màu) 40x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:08:48.450,2019-06-27 19:00:43.683,3,3
79,NULL,NULL,ដៃកណ្ដាលពណ៏ (QX màu) 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:09:11.323,2019-06-27 19:00:03.430,3,3
80,NULL,NULL,ដៃកណ្ដាលពណ៏ (QX màu) 30x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:09:22.507,2019-06-27 18:58:59.570,3,3
81,NULL,NULL,OPP 10x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:19:40.313,2017-02-23 19:25:11.577,3,3
82,NULL,NULL,OPP 11x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:19:52.257,NULL,3,NULL
83,NULL,NULL,OPP 12x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:20:45.213,2017-04-01 17:15:38.473,3,4
84,NULL,NULL,OPP 13x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:20:59.400,2017-02-23 19:25:38.010,3,3
85,NULL,NULL,OPP 14x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:21:19.357,2017-02-23 19:25:49.513,3,3
86,NULL,NULL,OPP 15x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:21:27.573,2017-02-23 19:26:00.937,3,3
87,NULL,NULL,OPP 16x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:21:36.290,2017-02-23 19:26:12.083,3,3
88,NULL,NULL,OPP 17x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:21:45.403,2018-03-11 10:57:29.097,3,5
89,NULL,NULL,OPP 18x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:21:53.770,2017-02-23 19:26:35.920,3,3
90,NULL,NULL,OPP 19x32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:22:02.707,2017-02-23 19:25:00.043,3,3
91,NULL,NULL,OPP 10.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:23:05.320,NULL,3,NULL
92,NULL,NULL,OPP 11.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:23:15.077,NULL,3,NULL
93,NULL,NULL,OPP 12.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:23:24.690,NULL,3,NULL
94,NULL,NULL,OPP 13.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:23:34.210,NULL,3,NULL
95,NULL,NULL,OPP 14.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:23:58.340,NULL,3,NULL
96,NULL,NULL,OPP 15.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:24:06.547,NULL,3,NULL
97,NULL,NULL,OPP 16.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:24:18.090,NULL,3,NULL
98,NULL,NULL,OPP 17.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:24:33.840,NULL,3,NULL
99,NULL,NULL,OPP 18.5x29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:24:51.263,NULL,3,NULL
100,NULL,NULL,ដៃកណ្ដាលរូប​ (QX in) 17x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 19:30:17.837,2019-06-28 13:24:52.173,3,3
101,NULL,NULL,ថង់ស្រួយ​ (PP) 10x18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:03:44.190,2019-06-27 15:52:19.960,3,3
102,NULL,NULL,ថង់ស្រួយ​ (PP) 11x18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:03:53.643,2019-06-27 15:50:34.637,3,3
103,NULL,NULL,PP 12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:04:48.547,NULL,3,NULL
104,NULL,NULL,PP 13x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:05:03.060,NULL,3,NULL
105,NULL,NULL,ថង់ស្រួយ​ (PP) 15x25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:05:12.913,2019-06-27 15:50:17.320,3,3
106,NULL,NULL,ថង់ស្រួយ​ (PP) 17x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:05:25.833,2019-06-27 15:52:48.243,3,3
107,NULL,NULL,PP 20x30 (2.5C),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:08:21.423,2017-02-23 21:06:55.303,3,3
108,NULL,NULL,ថង់ស្រួយ​ (PP) 22x35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:08:33.167,2019-06-27 15:50:01.137,3,3
109,NULL,NULL,ថង់ស្រួយ​ (PP) 22x67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:08:43.900,2019-06-27 15:49:47.803,3,3
110,NULL,NULL,PP 30x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:08:55.077,NULL,3,NULL
111,NULL,NULL,PP 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:09:07.140,NULL,3,NULL
112,NULL,NULL,ថង់ស្រួយ​ (PP) 35x55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:09:19.070,2019-06-27 15:51:22.233,3,3
113,NULL,NULL,PP 40x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:09:30.670,NULL,3,NULL
114,NULL,NULL,PP 40x65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:09:44.443,NULL,3,NULL
115,NULL,NULL,ថង់ស្រួយ​ (PP) 50x80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:09:55.087,2019-06-27 15:49:26.667,3,3
116,NULL,NULL,ថង់ស្រួយ​ (PP)​​ 50x75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:10:08.410,2019-06-27 15:49:05.010,3,3
117,NULL,NULL,PP 60x100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:10:26.173,NULL,3,NULL
118,NULL,NULL,PP 43x73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:10:41.127,NULL,3,NULL
119,NULL,NULL,PP 35x118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:11:00.487,NULL,3,NULL
120,NULL,NULL,ថង់ស្រួយ​ (PP) 25x39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:11:12.383,2019-06-27 15:48:33.697,3,3
121,NULL,NULL,PP 23x36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:11:23.037,NULL,3,NULL
122,NULL,NULL,PP 27x40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:11:36.377,NULL,3,NULL
123,NULL,NULL,PP 25x80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:57:22.830,NULL,3,NULL
124,NULL,NULL,PP 18x28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:57:33.153,NULL,3,NULL
125,NULL,NULL,PP 21x35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:57:51.507,NULL,3,NULL
126,NULL,NULL,PP 20x30 (4C),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:58:10.707,2017-02-23 21:06:37.720,3,3
127,NULL,NULL,PP 25x35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:58:25.570,NULL,3,NULL
128,NULL,NULL,PP 22x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-23 20:58:41.403,NULL,3,NULL
129,NULL,NULL,OPP 30x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-24 20:17:58.090,NULL,1,NULL
130,NULL,NULL,PP 50X60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-24 21:11:28.843,NULL,1,NULL
131,NULL,NULL,OPP 25x42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-25 17:04:01.877,2017-02-25 17:05:52.097,3,3
132,NULL,NULL,OPP 22x37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-02-25 17:04:50.287,2017-03-06 19:59:22.153,3,4
133,NULL,NULL,Test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-02 10:38:51.223,NULL,1,NULL
134,NULL,NULL,Quai xoài in(Q រូបថី្ម) 26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-05 13:49:31.127,2017-05-18 17:08:09.513,3,7
135,NULL,NULL,OPP 33x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-05 14:37:19.377,NULL,3,NULL
136,NULL,NULL,OPP 28x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-05 14:38:32.770,NULL,3,NULL
137,NULL,NULL,Dây thun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-05 15:08:48.363,NULL,3,NULL
138,NULL,NULL,Thun loại 1 (កៅ ស៊ូ សាំង),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-05 15:58:48.693,2018-12-04 11:55:20.693,3,5
139,NULL,NULL,Thun sao ( កៅ ស៊ូ ផ្កាយ ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-05 15:59:10.427,2018-12-04 14:08:27.587,3,5
140,NULL,NULL,Thun ruột xe (កៅ ស៊ូ កង),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-05 15:59:21.340,2017-05-18 18:53:07.693,3,7
141,NULL,NULL,Đen (ខ្មៅ)1/2 (Đóng gói) 12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:34:12.243,2017-05-18 18:55:15.590,4,7
142,NULL,NULL,Đen thường (ខ្មៅ ធ/តា្ដ)50x80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:34:28.900,2017-05-18 19:04:58.070,4,7
143,NULL,NULL,Đen thường (ខ្មៅ ធ/តា្ដ)35x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:34:42.533,2017-05-18 19:05:40.530,4,7
144,NULL,NULL,TRỒNG CÂY( កូន ឈេី ) 5.5x15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:41:14.350,2017-05-18 17:12:17.600,4,7
145,NULL,NULL,TRỒNG CÂY(កូន ឈេី៑៑) 6x15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:41:25.713,2017-05-18 17:12:59.353,4,7
146,NULL,NULL,TRỒNG CÂY(កូន ឈេី៑៑) 7.7x17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:41:49.713,2017-05-18 17:14:08.620,4,7
147,NULL,NULL,TRỒNG CÂY(កូន ឈេី៑៑) 8x21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:41:58.970,2017-05-18 17:14:36.290,4,7
148,NULL,NULL,TRỒNG CÂY(កូន ឈេី៑៑) 9x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:42:09.527,2017-05-18 17:14:59.647,4,7
149,NULL,NULL,TRỒNG CÂY(កូន ឈេី៑៑) 10x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:42:21.397,2017-05-18 17:15:22.630,4,7
150,NULL,NULL,TRỒNG CÂY(កូន ឈេី៑៑) 12x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:42:31.340,2017-05-18 17:15:43.043,4,7
151,NULL,NULL,TRỒNG CÂY(កូន ឈេី៑៑) 8x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-06 19:42:39.573,2017-05-18 17:16:02.063,4,7
152,NULL,NULL,Vỏ thùng áo mưa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-11 17:18:35.687,NULL,3,NULL
153,NULL,NULL,OPP 10.5x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-11 17:53:17.083,NULL,3,NULL
154,NULL,NULL,PE màu (ពណ៏ zin)20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-13 22:12:24.003,2017-05-18 16:44:09.660,3,7
155,NULL,NULL,Túi PP in voi (PP រូប)12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-14 21:55:04.870,2017-05-18 17:50:02.720,3,7
156,NULL,NULL,Túi PP in voi (PP រូប)9x12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-14 21:55:14.187,2017-05-18 17:49:21.833,3,7
157,NULL,NULL,OPP 11x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-14 21:57:38.737,NULL,3,NULL
158,NULL,NULL,OPP 12x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-14 21:57:46.890,NULL,3,NULL
159,NULL,NULL,OPP 13x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-14 21:59:03.463,NULL,3,NULL
160,NULL,NULL,OPP 13.5x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-14 21:59:18.927,NULL,3,NULL
161,NULL,NULL,OPP 15.5x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-14 22:05:22.237,NULL,3,NULL
162,NULL,NULL,Xốp 1 ly(កែវ 1 កែវ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-15 15:12:30.600,2017-05-18 17:47:54.930,3,7
163,NULL,NULL,Túi PP in voi(PP រូប) 6x14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-15 18:30:13.863,2017-05-18 17:50:29.970,3,7
164,NULL,NULL,Túi PP in voi (PP រូប)6x11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-15 18:31:00.257,2017-05-18 17:50:54.080,3,7
165,NULL,NULL,Túi PP in voi (PP រូប)8x16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-15 18:32:08.367,2017-05-18 17:51:19.947,3,7
166,NULL,NULL,ថង់ស្រួយ​ (PP) 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-17 20:03:45.347,2019-06-27 15:48:19.410,3,3
167,NULL,NULL,ថង់ស្រួយ​ (PP) 35x55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-17 20:03:56.990,2019-06-27 15:48:08.030,3,3
168,NULL,NULL,ថង់ស្រួយ​ (PP) 40x65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-17 20:04:10.123,2019-06-27 15:47:53.317,3,3
169,NULL,NULL,PP 40x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-17 20:04:17.690,2018-12-03 20:28:16.537,3,5
170,NULL,NULL,PP 27x40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-17 20:04:30.817,2018-12-03 20:28:19.550,3,5
171,NULL,NULL,OPP 35x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-17 20:37:04.767,NULL,3,NULL
172,NULL,NULL,ថង់ស្រួយ​ (PP) 45x73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-19 20:03:08.270,2019-06-27 15:52:01.230,3,3
173,NULL,NULL,PP 50x90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-03-19 20:04:39.553,NULL,3,NULL
